Lot Number,Image,Address,Town,Postcode,Description,Guide Price,Price,Auctioneer,Auction Date,Lease Details,Vendor
32,https://www.eigroup.co.uk/files/1/21119/8b686797-2f10-4dee-b1a6-b45238d44ab5.jpg,"27A Market Place, Great Yarmouth, Norfolk, NR30 1LY", Norfolk, NR30 1LY,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Let Residential Upper Part Self-Contained Maisonette Vacant,"£460,000 Plus",460000,Allsop Commercial,25 March 2015,"10 Yr, commencing 17/11/2009 00:00:00 (FRI.)",Joint Fixed Charge Receivers
33,https://www.eigroup.co.uk/files/1/21119/752f51f2-f286-4b7b-8ada-53d6ae49b763.jpg,"81 Magdalen Way, Gorleston, Great Yarmouth, Norfolk, NR31 7AA", Norfolk, NR31 7AA,Freehold Building Three Floor Arranged As Ground Floor Retail / Restaurant Unit/s Residential Upper Part Maisonette Let,"£120,000 Plus",120000,Allsop Commercial,25 March 2015,"20 Yr, commencing 24/06/2004 00:00:00 (FRI.4.Yearly.)",
34,https://www.eigroup.co.uk/files/1/21119/bba042f6-300a-488a-9040-f3a46240adee.jpg,"79 Magdalen Way, Gorleston, Great Yarmouth, Norfolk, NR31 7AA", Norfolk, NR31 7AA,Freehold Building Three Floor Arranged As Ground Floor Retail / Restaurant Unit/s Residential Upper Part Maisonette Let,"£125,000 Plus",125000,Allsop Commercial,25 March 2015,"10 Yr, commencing 07/10/2005 00:00:00 (FRI.5.Yearly.)",
35,https://www.eigroup.co.uk/files/1/21119/5fdbcef9-43fe-4473-aa2d-7e326f586142.jpg,"5 New Conduit Street, King's Lynn, Norfolk, PE30 1DE", Norfolk, PE30 1DE,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Upper Part Let,"£135,000 Plus",135000,Allsop Commercial,25 March 2015,"15 Yr, commencing 17/03/2014 00:00:00 (FRI.)",Joint Fixed Charge Receivers
36,https://www.eigroup.co.uk/files/1/21119/09feedf0-b7b8-46b8-baa3-c4b7d1d5c41e.jpg,"Block Q East Ground Floor Only, Kingston Square, Bradford-on-Avon, Wiltshire, BA15 1FH", Wiltshire, BA15 1FH,Long Leasehold Two Ground Floor Retail Unit/s One Let & Ground Rent(s) on One,"£175,000 to £200,000",175000,Allsop Commercial,25 March 2015,,Linden Homes ltd
37,https://www.eigroup.co.uk/files/1/21119/ff1e29d4-25b9-4622-bde9-32a132faf472.jpg,"52 Broad Street, Leominster, Herefordshire, HR6 8DD", Herefordshire, HR6 8DD,Freehold Ground Floor Retail Warehouse Total 6110 Square Feet 12 Parking Space Let,"£450,000 to £500,000",450000,Allsop Commercial,25 March 2015,"25 Yr, commencing 28/02/2000 00:00:00 (FRI.5.Yearly.)",
38,https://www.eigroup.co.uk/files/1/21119/58a94f89-5715-44af-a490-73ab0424bd22.jpg,"321/325 Lord Street, Southport, Merseyside, PR8 1NH", Merseyside, PR8 1NH,Freehold Building Arranged As Two Ground Floor Retail Unit/s Upper Part Store & Ancillary Accommodation Let Upper Part 2nd Floor Vacant,"£800,000 to £825,000",800000,Allsop Commercial,25 March 2015,,
39,https://www.eigroup.co.uk/files/1/21119/c577922d-4ba3-4696-ba90-97b5500fea3d.jpg,"533/535 Bearwood Road, Smethwick, West Midlands, B66 4BD", West Midlands, B66 4BD,Freehold Bank Two Floor Total 2695 Square Feet Let,"£500,000 Plus",500000,Allsop Commercial,25 March 2015,"20 Yr, commencing 22/03/2006 00:00:00 (FRI.5.Yearly.)",
40,https://www.eigroup.co.uk/files/1/21119/6c772776-48f8-4fd2-9bee-b3278aa4e754.jpg,"1 Marlborough, Seaham, County Durham, SR7 7SD", County Durham, SR7 7SD,Freehold Building Two Floor Arranged As Bank Total 1950 Square Feet Let,"£80,000 to £90,000",80000,Allsop Commercial,25 March 2015,"10 Yr, commencing 31/01/2011 00:00:00 (FRI.5.Yearly.)",
41,https://www.eigroup.co.uk/files/1/21119/05a38519-f9bd-49e4-94af-8b01e86e3a1b.jpg,"Unit 1, 35-37 King Street, South Shields, Tyne and Wear, NE33 1DA", Tyne and Wear, NE33 1DA,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Upper Part Store Accommodation Let,"£410,000 to £420,000",410000,Allsop Commercial,25 March 2015,"10 Yr, commencing 27/02/2012 00:00:00 (FRI.)",
42,https://www.eigroup.co.uk/files/1/21119/12688aa0-8932-4ba1-b6a4-de126746f180.jpg,"Unit 2, 39-41 King Street, South Shields, Tyne and Wear, NE33 1DA", Tyne and Wear, NE33 1DA,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Upper Part Store Accommodation Let,"£490,000 to £500,000",490000,Allsop Commercial,25 March 2015,"10 Yr, commencing 13/12/2011 00:00:00 (FRI.5.Yearly.)",
43,https://www.eigroup.co.uk/files/1/21119/c31f31a3-3620-4378-8765-1957dc38a450.jpg,"Unit 3, 43-45 King Street, South Shields, Tyne and Wear, NE33 1DA", Tyne and Wear, NE33 1DA,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Upper Part Store Accommodation Let,"£410,000 to £420,000",410000,Allsop Commercial,25 March 2015,"10 Yr, commencing 24/06/2013 00:00:00 (FRI.5.Yearly.)",
44,https://www.eigroup.co.uk/files/1/21119/fa5f276d-d5e3-4c77-91c7-c9a5da487e59.jpg,"313 Whitehorse Road, Croydon, Surrey, CR0 2HR", Surrey, CR0 2HR,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Residential Upper Part Flat Yards Let,"£100,000 Plus",100000,Allsop Commercial,25 March 2015,"20 Yr, commencing 24/06/1999 00:00:00 (FRI.)",
45,https://www.eigroup.co.uk/files/1/21119/75256e9e-2ac9-49e4-82dc-1ea25f93c8a8.jpg,"2, 4 & 6 Worrall Street, Salford, Lancashire, M5 4TH", Lancashire, M5 4TH,Freehold Building Arranged As Three Ground Floor Warehouse & Workshop Let,"£650,000 to £675,000",650000,Allsop Commercial,25 March 2015,"10 Yr, commencing 28/09/2010 00:00:00 (FRI.5.Yearly.)",
46,https://www.eigroup.co.uk/files/1/21119/8dd9295c-921f-4a65-8169-fecc81ebd180.jpg,"11 Market Place, Pontefract, West Yorkshire, WF8 1AG", West Yorkshire, WF8 1AG,Freehold Building Three Floor Arranged As Ground Floor Bank Upper Part Office Let,"£375,000 to £400,000",375000,Allsop Commercial,25 March 2015,"5 Yr, commencing 25/12/2014 00:00:00 (FRI.)",
47,https://www.eigroup.co.uk/files/1/21119/aff0833c-06d0-46b4-a245-99396285229b.jpg,"75, 75A, 75B & 77 West Road, Shoeburyness, Southend-on-Sea, Essex, SS3 9DT", Essex, SS3 9DT,Freehold Building Three Floor Arranged As Two Ground Floor Retail Unit/s Let & Ground Rent(s) on Residential Upper Part Two Maisonette,"£120,000 Plus",120000,Allsop Commercial,25 March 2015,,
48,https://www.eigroup.co.uk/files/1/21119/7bc9b3fe-fb62-4b75-a053-a51bed441ba5.jpg,"32 College Street, Rotherham, South Yorkshire, S65 1AG", South Yorkshire, S65 1AG,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 3060 Square Feet Let,"£220,000 to £230,000",220000,Allsop Commercial,25 March 2015,"15 Yr, commencing 16/09/2013 00:00:00 (FRI.5.Yearly.)",
49,https://www.eigroup.co.uk/files/1/21119/c9b3b688-63ab-4964-ba8f-97fbd83e173f.jpg,"106 The Moor, Sheffield, South Yorkshire, S1 4PD", South Yorkshire, S1 4PD,Leasehold Building Three Floor Arranged As Ground Floor Bank Let Upper Part Two Self-Contained Office Vacant,Refer,,Allsop Commercial,25 March 2015,,Threadneedle
50,https://www.eigroup.co.uk/files/1/21119/d3e3de80-5ef6-4fcf-8df7-3a19b86e98a9.jpg,"United Utilities Water Site, East Street, Birkenhead, Merseyside, CH41 1BY", Merseyside, CH41 1BY,Freehold Ground Rent(s) on Site 2.3 Acre Arranged As Waste Water Pumping Station Let,"£150,000 Plus",150000,Allsop Commercial,25 March 2015,"20 Yr, commencing 24/04/2013 00:00:00",
51,https://www.eigroup.co.uk/files/1/21119/b990cffd-e4f2-44c1-9178-c8d37f2d2a62.jpg,"447 Millbrook Road West, Southampton, Hampshire, SO15 0HX", Hampshire, SO15 0HX,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Self-Contained Maisonette Let,"£175,000 Plus",175000,Allsop Commercial,25 March 2015,"25 Yr, commencing 26/03/1999 00:00:00 (FRI.5.Yearly.)",
52,https://www.eigroup.co.uk/files/1/21119/78e367cd-fe7a-4a29-a334-c6c2197b0963.jpg,"11 Huntspill Road, Highbridge, Somerset, TA9 3DD", Somerset, TA9 3DD,Freehold Building Two Floor Arranged As Former Bank Let & Ground Rent(s) on Residential Upper Part Three Flat,Refer,,Allsop Commercial,25 March 2015,,Threadneedle
53,https://www.eigroup.co.uk/files/1/21119/c78d3724-149a-430f-a9f3-7dbcd11b9f88.jpg,"Provincial House, Kendrick Road, Barry, South Glamorgan, CF62 8BF", South Glamorgan, CF62 8BF,Freehold Office Building Three Floor Total 17808 Square Feet Let,"£450,000 to £500,000",450000,Allsop Commercial,25 March 2015,"40 Yr, commencing 11/11/1976 00:00:00 (FRI.5.Yearly.)",Telereal Trillium
54,https://www.eigroup.co.uk/files/1/21119/b049a6ec-7bc1-4a7b-a532-37768f29dcf8.jpg,"21 The Renown, Shoeburyness, Southend-on-Sea, Essex, SS3 9UU", Essex, SS3 9UU,Leasehold Ground Floor Retail Unit/s Let,"£185,000 Plus",185000,Allsop Commercial,25 March 2015,"14 Yr, commencing 16/07/2007 00:00:00 (FRI.5.Yearly.)",
55,https://www.eigroup.co.uk/files/1/21119/0b2012b1-7876-48b2-a258-cf9b811256c7.jpg,"13/14 The Broadway, Eastbourne, East Sussex, BN22 0AS", East Sussex, BN22 0AS,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Let & Ground Rent(s) on Residential Upper Part Self-Contained Flat,"£80,000 to £85,000",80000,Allsop Commercial,25 March 2015,"10 Yr, commencing 05/04/2007 00:00:00 (FRI.5.Yearly.)",
56,https://www.eigroup.co.uk/files/1/21119/7cfa7da9-d5e1-4567-8c70-a8b980e16266.jpg,"78, 78A, 80 & 80A West Road, Shoeburyness, Southend-on-Sea, Essex, SS3 9DS", Essex, SS3 9DS,Freehold Building Three Floor Arranged As Two Ground Floor Unit/s Let Upper Part Two Maisonette Assured Shorthold Tenancy,"£230,000 to £250,000",230000,Allsop Commercial,25 March 2015,,
57,https://www.eigroup.co.uk/files/1/21119/8884882f-ba22-4c15-9e8d-0090f5d35f0f.jpg,"Unit 11, Crittall Place, Witham, Essex, CM8 3HP", Essex, CM8 3HP,Freehold Industrial Unit/s Arranged As Gym 2277 Square Feet Let,"£145,000 to £155,000",145000,Allsop Commercial,25 March 2015,"5 Yr, commencing 03/12/2014 00:00:00 (FRI.)",
58,https://www.eigroup.co.uk/files/1/21119/e6fdf4f7-8293-478d-940d-8946ffce06b2.jpg,"Unit 13, Crittall Place, Witham, Essex, CM8 3HP", Essex, CM8 3HP,Freehold Industrial Unit/s Arranged As Nursery School 1940 Square Feet & Yards 520 Square Feet Let,"£145,000 to £155,000",145000,Allsop Commercial,25 March 2015,"5 Yr, commencing 13/11/2014 00:00:00 (FRI.)",
59,https://www.eigroup.co.uk/files/1/21119/390d3a98-c3ce-4021-9431-423a263fce35.jpg,"Shell Petrol Station, Churchbridge, Oldbury, West Midlands, B69 2BD", West Midlands, B69 2BD,Freehold Ground Rent(s) on Site 0.76 Acre Arranged As Petrol Filling Station Retail Unit/s & Car Wash,"£150,000 Plus",150000,Allsop Commercial,25 March 2015,"20 Yr, commencing 24/04/2013 00:00:00",
60,https://www.eigroup.co.uk/files/1/21119/a6757286-2507-40c1-90a7-211d94680f3b.jpg,"89 Mill Street, Macclesfield, Cheshire, SK11 6NN", Cheshire, SK11 6NN,Freehold Building Two Floor Arranged As Ground Floor Retail / Restaurant Upper Part Ancillary Total 2146 Square Feet Let,"£145,000 to £150,000",145000,Allsop Commercial,25 March 2015,"10 Yr, commencing 20/09/2010 00:00:00 (FRI.5.Yearly.)",
61,https://www.eigroup.co.uk/files/1/21119/34efb00e-8a1b-4816-9e66-6fa9383e0416.jpg,"Former Bennetts Electrical Store, Britannia Shopping Centre, Caernarfon Road, Bangor, Gwynedd, LL57 4SU", Gwynedd, LL57 4SU,Freehold Retail Unit/s / Warehouse 10363 Square Feet Vacant,"£250,000 Plus",250000,Allsop Commercial,25 March 2015,,
62,https://www.eigroup.co.uk/files/1/21119/aabfffec-3c30-4d1e-b8a4-237cd006cdf7.jpg,"26A/B High Street, Staveley, Chesterfield, Derbyshire, S43 3UX", Derbyshire, S43 3UX,Freehold Ground Floor Retail Unit/s Upper Part Let,"£130,000 to £150,000",130000,Allsop Commercial,25 March 2015,"15 Yr, commencing 24/06/2014 00:00:00 (FRI.5.Yearly.)",
63,https://www.eigroup.co.uk/files/1/21119/3253e5aa-3981-4586-bc6a-e0b9e71ad94c.jpg,"26 High Street, Staveley, Chesterfield, Derbyshire, S43 3UX", Derbyshire, S43 3UX,Freehold Ground Floor Retail Unit/s Upper Part Let,"£80,000 Plus",80000,Allsop Commercial,25 March 2015,"5 Yr, commencing 19/01/2015 00:00:00 (FRI.5.Yearly.)",
64,https://www.eigroup.co.uk/files/1/21119/3195b820-4abb-4658-8845-a5b422328810.jpg,"24A High Street, Staveley, Chesterfield, Derbyshire, S43 3UX", Derbyshire, S43 3UX,Freehold Ground Floor Retail Unit/s Upper Part Let,"£75,000 to £95,000",75000,Allsop Commercial,25 March 2015,"8 Yr, commencing 03/12/2014 00:00:00",
65,https://www.eigroup.co.uk/files/1/21119/48e5f11f-375b-4eab-a88b-61b50be8fead.jpg,"Grand Theatre, Broadway Boulevard, Mostyn Broadway, Llandudno, Gwynedd, LL30 1YR", Gwynedd, LL30 1YR,Freehold Building 4 Floor & Basement Arranged As Nightclub Total 16917 Square Feet Vacant,No Reserve,,Allsop Commercial,25 March 2015,,
66,https://www.eigroup.co.uk/files/1/21119/fe4a26a8-7ff8-43d1-a2b3-7b3850701548.jpg,"164-166 Portobello High Street, Edinburgh, Midlothian, EH15 1EX", Midlothian, EH15 1EX,Heritable (Scot ) Double Fronted Retail Unit/s Arranged As Two Unit/s Let,"£250,000 to £275,000",250000,Allsop Commercial,25 March 2015,"10 Yr, commencing 13/02/2015 00:00:00 (FRI.5.Yearly.)",
67,https://www.eigroup.co.uk/files/1/21119/05c83732-583d-442f-afe7-040f56812b80.jpg,"4 Hope Street, Ayr, Ayrshire, KA7 1LT", Ayrshire, KA7 1LT,Ground Floor Retail Unit/s Upper Part Ancillary Accommodation Total 2010 Square Feet Let,"£200,000 Plus",200000,Allsop Commercial,25 March 2015,"15 Yr, commencing 03/07/2008 00:00:00 (FRI.5.Yearly.)",
68,https://www.eigroup.co.uk/files/1/21119/fef390d9-3100-4fd7-98f4-b7d32b088841.jpg,"70, Main Road, St. Cyrus, Montrose, Angus, DD10 0BA", Angus, DD10 0BA,Retail Unit/s Ancillary Accommodation 1033 Square Feet & Self-Contained Bungalow Garden Let,"£250,000 to £275,000",250000,Allsop Commercial,25 March 2015,"20 Yr, commencing 18/10/2012 00:00:00 (FRI.)",
69,https://www.eigroup.co.uk/files/1/21119/dead4d93-97f2-43e0-840d-4855326274a6.jpg,"5 Woodneuk Road, Glasgow, Lanarkshire, G53 7QS", Lanarkshire, G53 7QS,Freehold Retail Unit/s 1146 Square Feet Let,"£120,000 to £125,000",120000,Allsop Commercial,25 March 2015,,
70,https://www.eigroup.co.uk/files/1/21119/ab74d327-6b40-4efd-85c1-31dab351fd43.jpg,"12 High Street, Paisley, Renfrewshire, PA1 2BS", Renfrewshire, PA1 2BS,Heritable (Scot ) Building Two Floor Arranged As Ground Floor Shop & 1st Floor Ancillary Accommodation Let,Sold Prior,,Allsop Commercial,25 March 2015,"10 Yr, commencing 04/09/2012 00:00:00",
71,https://www.eigroup.co.uk/files/1/21119/7e51ea45-5870-407f-b9ae-17921a918574.jpg,"66 Cheap Street, Sherborne, Dorset, DT9 3BJ", Dorset, DT9 3BJ,Freehold Building Arranged As Ground Floor Shop & 1st Floor Self-Contained Flat Let,"£400,000 to £450,000",400000,Allsop Commercial,25 March 2015,"15 Yr, commencing 29/09/2011 00:00:00",
72,https://www.eigroup.co.uk/files/1/21119/4d46f96c-b504-4e49-95ff-f48dd656f7e0.jpg,"5/5A Windsor Street, Chertsey, Surrey, KT16 8AY", Surrey, KT16 8AY,Freehold Building Two Floor Arranged As Ground Floor Shop & 2.1st Floor Self-Contained Flat Let,"£750,000 Plus",750000,Allsop Commercial,25 March 2015,"25 Yr, commencing 24/06/1994 00:00:00",
73,https://www.eigroup.co.uk/files/1/21119/57c896e6-b631-422b-a22c-a59d8604172a.jpg,"454 High Road, Wembley, Middlesex, HA9 7AY", Middlesex, HA9 7AY,Freehold Building Three Floor Arranged As Ground Floor Let & Residential Upper Part Arranged As 6 Self-Contained Letting Room(s) Parking Space Assured Shorthold Tenancy,"£1,100,000 to £1,200,000",1100000,Allsop Commercial,25 March 2015,"10 Yr, commencing 13/02/2015 00:00:00",
74,https://www.eigroup.co.uk/files/1/21119/da26a0df-f481-4d72-aa4b-62b99877c9df.jpg,"19/21 Market Square, Westerham, Kent, TN16 1AN", Kent, TN16 1AN,Freehold Building Three Floor Arranged As Two Ground Floor Shop & Two Substantial Self-Contained Maisonette Let,"£1,000,000 to £1,100,000",1000000,Allsop Commercial,25 March 2015,,
75,https://www.eigroup.co.uk/files/1/21119/57dd7511-b8da-45ee-8fe3-5b8d96b461cd.jpg,"Unit 1, Grove House, Headley Road, Grayshott, Hindhead, Surrey, GU26 6LE", Surrey, GU26 6LE,Virtual Freehold Single Storey Supermarket 4505 Square Feet Let,"£1,250,000 Plus",1250000,Allsop Commercial,25 March 2015,,
76,https://www.eigroup.co.uk/files/1/21119/2c5c5948-b3f2-4d07-8924-b0d02a3aac1e.jpg,"1-5 Milton Street & 8-10 Upper Parliament Street, Nottingham, Nottinghamshire, NG1 2AD", Nottinghamshire, NG1 2AD,Freehold Substantial Building Arranged As Restaurant 5555 Square Feet Let,"£3,000,000 Plus",3000000,Allsop Commercial,25 March 2015,"20 Yr, commencing 02/03/2015 00:00:00",
77,https://www.eigroup.co.uk/files/1/21119/ea83a02f-9770-4641-8f01-97e62b84482c.jpg,"Tanner House & Tyrell House, Challenge Court, Barnett Wood Lane, Leatherhead, Surrey, KT22 7LL", Surrey, KT22 7LL,Freehold Two Modernised Office Building 67 Parking Space Total 30340 Square Feet Planning Permission Residential Conversion Vacant,Sold Prior,,Allsop Commercial,25 March 2015,,
78,https://www.eigroup.co.uk/files/1/21119/804c8828-4779-4d58-9de3-e60694e24813.jpg,"46 Northcote Road, Battersea, London, SW11 1NZ", London, SW11 1NZ,Freehold Building Three Floor Arranged As Ground Floor Shop Unit/s Let & Ground Rent(s) on Two Flat,"£1,250,000 to £1,350,000",1250000,Allsop Commercial,25 March 2015,"15 Yr, commencing 08/05/2007 00:00:00",
79,https://www.eigroup.co.uk/files/1/21119/d3dde294-a1d3-48bd-ad8d-5709938bd7e4.jpg,"Great Bridge Surgery, Unit 18, Black Country Park, Charles Street, West Bromwich, West Midlands, B70 0BF", West Midlands, B70 0BF,Long Leasehold Building Two Floor Arranged As Modernised Doctors Surgery 5981 Square Feet Parking Space Let,"£800,000 Plus",800000,Allsop Commercial,25 March 2015,"10 Yr, commencing 12/08/2009 00:00:00",
80,https://www.eigroup.co.uk/files/1/21119/ed7cdd26-5f68-4c7b-a840-c1d06fad488b.jpg,"13-15 High Street, Weybridge, Surrey, KT13 8AX", Surrey, KT13 8AX,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Let & 1st / 2nd Floor Ancillary Accommodation & Ground Rent(s) on 8 Self-Contained Flat,"£1,200,000 Plus",1200000,Allsop Commercial,25 March 2015,"10 Yr, commencing 04/02/2014 00:00:00",
81,https://www.eigroup.co.uk/files/1/21119/f54ae7bd-7eab-40fc-b286-136d3292258a.jpg,"1/10 Central Parade, Green Street, Enfield, Middlesex, EN3 7HG", Middlesex, EN3 7HG,Freehold 10 Shop & 10 Self-Contained Maisonette Let,"£3,000,000 Plus",3000000,Allsop Commercial,25 March 2015,,
82,https://www.eigroup.co.uk/files/1/21119/446a4055-8a7c-4a91-b53e-b58097f49a65.jpg,"Co-operative Retail Services Ltd, Precinct Way, Buckley, Clwyd, CH7 2EG", Clwyd, CH7 2EG,Freehold Building Two Floor Arranged As Purpose Built Supermarket Total 16636 Square Feet Let,"£2,600,000 to £2,800,000",2600000,Allsop Commercial,25 March 2015,"35 Yr, commencing 23/04/1990 00:00:00",Receiver
83,https://www.eigroup.co.uk/files/1/21119/c4c52070-ec2e-43f0-ad17-793e7893f0f9.jpg,"Broughton House, 31-33 Earl Street, Maidstone, Kent, ME14 1PF", Kent, ME14 1PF,Freehold Building 4 Floor Arranged As Ground Floor Restaurant Let & Ground Rent(s) on 4 Flat,"£1,700,000 Plus",1700000,Allsop Commercial,25 March 2015,,
84,https://www.eigroup.co.uk/files/1/21119/d94ca2a7-f491-4d59-adb9-eaf82b50a266.jpg,"187-197 Lewisham High Street, Lewisham, London, SE13 6AA", London, SE13 6AA,Freehold 6 Shop Unit/s & 13 Self-Contained Flat Let,"£4,500,000 Plus",4500000,Allsop Commercial,25 March 2015,,
85,https://www.eigroup.co.uk/files/1/21119/3f15c3ac-5b64-428d-a3eb-3513adaab312.jpg,"4-5 King Street, Richmond, Surrey, TW9 1ND", Surrey, TW9 1ND,Leasehold Restaurant & Basement Store Let,"£1,300,000 Plus",1300000,Allsop Commercial,25 March 2015,"25 Yr, commencing 16/07/1997 00:00:00 (FRI.5.Yearly.)",
86,https://www.eigroup.co.uk/files/1/21119/01c59a68-8454-4f8c-95fe-aada815d7dc4.jpg,"129/129A High Street North, Catford, London, E6 1HZ", London, E6 1HZ,Freehold Building Three Floor Arranged As Ground Floor Retail Unit/s Let Residential Upper Part Self-Contained Maisonette Assured Shorthold Tenancy,"£1,000,000 to £1,100,000",1000000,Allsop Commercial,25 March 2015,"15 Yr, commencing 01/08/2011 00:00:00 (FRI.5.Yearly.)",
87,https://www.eigroup.co.uk/files/1/21119/b8392e9a-247a-49e8-ae8e-2d7fd6072c56.jpg,"58 Jameson Street, Hull, North Humberside, HU1 3LS", North Humberside, HU1 3LS,Freehold Building Two Floor Arranged As Ground Floor Retail Unit/s Upper Part Ancillary Store Let,"£630,000 to £660,000",630000,Allsop Commercial,25 March 2015,"5 Yr, commencing 31/10/2014 00:00:00 (FRI.)",Aviva Investors
88,https://www.eigroup.co.uk/files/1/21119/a2d6355d-df2b-4c97-bc26-89eee150b656.jpg,"McDonalds Restaurants Ltd, Harrogate Road, Ripon, North Yorkshire, HG4 2SD", North Yorkshire, HG4 2SD,Virtual Freehold Drive-Tru Restaurant 2688 Square Feet 25 Parking Space Let,"£1,025,000 to £1,050,000",1025000,Allsop Commercial,25 March 2015,"25 Yr, commencing 24/06/2001 00:00:00 (FRI.5.Yearly.)",
